frame,t,x,y,v,a,jerk,jounce
553,18.433333333333334,826.0,565.0,7753.505698987375,265619.4020210338,129473.07390564196,900498.7480280593
554,18.466666666666665,501.0,1349.0,10294.568343240217,270817.7726437871,710528.999882261,17336103.760704298
555,18.5,827.0,551.0,10389.08205626645,312988.0020131846,1285213.3246192615,393656.54841907194
556,18.53333333333333,826.0,531.0,10656.220953294158,356498.6609517379,736772.7697768658,-17713009.39879328
557,18.566666666666666,501.0,1349.0,13380.618239175226,362106.1866649756,104346.03136637642,-9604146.686621226
558,18.6,501.0,1349.0,13486.885083611225,363455.0630428296,96496.32400211754,-8739543.435302146
559,18.633333333333333,826.0,493.0,10954.822439358382,368539.27493178344,-478290.19765376655,-18496739.44279777
560,18.666666666666668,826.0,486.0,11187.698343711014,331569.04986591183,-1136619.6388510668,-587694.3420919519
561,18.7,501.0,1349.0,11257.940511873103,292764.63234171236,-517469.8204598966,18912355.859873064
562,18.733333333333334,826.0,468.0,8548.436219449179,297071.0618352521,124204.08514047074,-489919.2702658415
563,18.766666666666666,826.0,448.0,8765.52900875037,301044.9046844104,-550131.105144286,-432583.08822187333
564,18.8,501.0,1349.0,11638.682062487054,260395.654825633,95365.21259234592,9382175.65579104
565,18.833333333333332,826.0,429.0,8822.21133878027,307402.5855239001,75347.27190845003,-20192297.312696718
566,18.866666666666667,826.0,416.0,9079.791393018608,265418.80628619634,-1250787.9415874353,-20395038.04993735
567,18.9,501.0,1349.0,9100.791393018608,224016.72275140445,-1284321.9314207067,-948672.5396011367
568,18.933333333333334,826.0,397.0,6193.836939927263,179797.34419148258,-1314032.7775608446,-3492090.854724212
569,18.966666666666665,826.0,377.0,3377.683886190579,136414.53758068147,-1517127.9884023208,6765328.324808104
570,19.0,826.0,371.0,3395.683886190579,78655.47829799454,-863010.8892403042,26727131.493008442
571,19.03333333333333,826.0,358.0,2361.019852844575,78880.47829799454,264680.77779824205,24073778.013823368
572,19.066666666666666,826.0,334.0,2394.019852844575,96300.86348454401,741907.645014587,10012508.840938214
573,19.1,826.0,333.0,4479.038760324152,128340.98796563367,932181.3671941229,2631321.8478809325
574,19.133333333333333,829.0,1014.0,6426.047506661251,158446.2879641522,917329.1015399825,212586.44688092722
575,19.166666666666668,826.0,296.0,6468.047506661251,189496.2614016325,946353.7969861848,-13739724.724815568
576,19.2,826.0,300.0,6591.03597557598,221536.54109656453,1347.4532189446618,-14397807.115803171
577,19.233333333333334,828.0,982.0,8535.055683510674,189586.0916162288,-13500.010734026402,7492634.345786977
578,19.266666666666666,826.0,261.0,6504.036776031098,220636.54038096275,500856.40960474324,-6348372.882638951
579,19.3,826.0,261.0,6630.046573571317,222976.5189232117,-436724.8695766229,-7502649.307103684
580,19.333333333333332,829.0,946.0,8583.066138696246,191521.54907585456,679.7891311644169,6793908.491072284
581,19.366666666666667,826.0,224.0,6480.057816936942,223021.83819862263,16202.363161529374,-13829190.585734982
582,19.4,826.0,218.0,6627.056501296009,192601.70661995653,-921266.2499178341,-14205045.712142894
583,19.433333333333334,829.0,914.0,6600.056501296009,161604.08820410038,-930800.6843146633,-235866.72590950792
584,19.466666666666665,826.0,198.0,4480.450689079442,130548.32766564563,-936990.6983118011,-7422182.072787277
585,19.5,826.0,180.0,2482.4311239545123,99138.0416499803,-1425612.8225004817,-302517.50930550916
586,19.53333333333333,826.0,170.0,2479.4311239545123,35507.47283228019,-957158.5322655017,14456902.500764545
587,19.566666666666666,807.0,170.0,379.41273166075166,35327.47283228019,-461819.322449512,7542696.596719483
588,19.6,802.0,170.0,340.41273166075166,4719.51800231272,-454312.0924842028,7131023.286222319
589,19.633333333333333,788.0,170.0,306.0,5040.0,13582.229965309209,6946306.387263043
590,19.666666666666668,768.0,170.0,321.0,5625.0,8775.0,-30646.340493632084
591,19.7,773.0,170.0,363.0,5625.0,11539.140599067065,-165079.3106595736
592,19.733333333333334,778.0,170.0,318.0,6394.276039937804,-2230.2873773049077,-671909.4758835672
593,19.766666666666666,802.0,170.0,328.80322571321483,5476.3141748463395,-33254.82445983742,-420107.0749972702
594,19.8,811.0,170.0,357.7438738263803,4177.287742615309,-30237.425710456253,357791.9284926993
595,19.833333333333332,821.0,170.0,309.7438738263803,3460.4857941492564,-9402.029226990806,310849.2766708379
596,19.866666666666667,826.0,181.0,282.7438738263803,3550.4857941492564,-9514.140599067065,-190015.2509355643
597,19.9,826.0,189.0,300.7438738263803,2826.2097542114516,-22069.712622695093,-107715.52411643272
598,19.933333333333334,826.0,194.0,301.9406481131655,2079.171619302916,-16695.175540162578,298607.0749972702
599,19.966666666666665,826.0,213.0,339.0,1713.1980515339462,-2162.574289543746,3864458.2410850474
600,20.0,826.0,219.0,378.0,1935.0,240935.37386550725,3556063.7839209028
601,20.03333333333333,826.0,232.0,366.0,17775.55630923443,234908.3446385165,425955.51857877395
602,20.066666666666666,826.0,251.0,1461.0346148725687,17595.55630923443,269332.40843742556,731086.2553310676
603,20.1,826.0,258.0,1461.0346148725687,35731.050205062806,283647.42832725437,-1103146.0918520303
604,20.133333333333333,826.0,271.0,1425.0346148725687,36505.38486438472,195789.33564729025,5268461.99203088
605,20.166666666666668,829.0,648.0,1463.8806674374714,48783.67258154882,634878.2277959797,28385064.137578923
606,20.2,826.0,290.0,2318.2657066851616,78830.60005078337,2088126.9448192182,32548263.492129467
607,20.233333333333334,829.0,628.0,4357.335172393339,187992.13556949672,2804762.460604611,4694521.542852537
608,20.266666666666666,807.0,324.0,10718.543333554833,265814.76409109076,2401095.047676054,-27643105.28865525
609,20.3,807.0,324.0,13323.179166943542,330906.78678971104,3106972.6754450225,-47011516.927644886
610,20.333333333333332,501.0,1349.0,17569.495468316552,419845.23619100783,3009176.50594802,-100939692.81277324
